channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,si_median_abs,si_pairwise_median_delta,stable
120,A4,7,0.011829213069959207,-0.007505500397459008,0.8571428571428571,6,-0.004136580689825128,0.008606117397837178,0.002277078542216583,0.004096846452304275,False
121,A4,10,0.6208591395213676,0.5090918399137009,1.0,10,-0.022479485733770364,0.007224846273180835,0.021262526791379126,0.007717274771571348,True
122,A4,10,0.7423506850305729,0.3949698331272245,1.0,10,-0.03520532355801506,0.014062139049539337,0.030320966899999732,0.010581651757256044,False
123,A4,10,0.008234481580085395,0.001383662516161094,0.8,8,-0.0038395932773468686,0.010039623638367402,0.004495230457250959,0.006347920348982725,False
124,A4,9,0.014487543334868798,0.0009252814336049527,0.6666666666666666,6,-0.012104717463479799,0.04381979538783372,0.008408627733368455,0.019276267407232033,False
125,A4,10,-0.031435270739448566,-0.020502730993990435,0.6,6,0.0021189632464383413,0.004450630596500106,0.0017870268648018826,0.004439479285078393,False
126,A4,10,0.04768764817385266,0.016785720618773856,0.7,7,-0.0011502537275480801,0.0015143726218675632,0.0010765998721367208,0.00177711654350298,False
127,A4,9,-0.027326065975094984,0.006613667704269691,0.6666666666666666,6,-0.002380143743666089,0.004066119271282003,0.0015425958561440963,0.0030518602565491088,False
128,A4,7,0.012335506953345506,-0.003220478507333379,1.0,7,-0.004998513433123451,0.0040933933547632325,0.0030723779841350034,0.003762208838943914,False
129,A5,8,-0.006195884326495425,0.003952961092441312,0.75,6,-0.004149329256491472,0.006975068373150534,0.002372889586778483,0.004898945255955432,False
130,A5,10,0.24947491812692343,0.18536245704229976,0.6,6,0.0027827066266079897,0.00503291039091278,0.005745396869955219,0.006217596013438576,False
132,A5,9,-0.021740786542352036,-0.0011403136014486272,0.5555555555555556,5,-0.00034829758265425,0.005947674068819454,0.0028782769772680607,0.005630456294374199,False
133,A5,10,0.08015790471097514,0.04398921511302573,0.6,6,-0.0003417135622471497,0.003093724813523309,0.0023664629749883996,0.003631573828683724,False
134,A5,10,0.2139123608919935,0.12927984304637433,0.6,6,-0.0004663194484401093,0.003011287155012923,0.0023460126450314785,0.00294251360004031,False
135,A5,10,0.06136113085730252,0.0011494677298557303,1.0,10,-0.003325580937171646,0.0018719246850963506,0.0030637466151385573,0.0018018855622458103,False
136,A5,10,0.10732365275708397,0.08550451858425284,0.6,6,0.00035545450123035686,0.0036819787462110012,0.00275794585936301,0.004279150557480288,False
137,A5,10,0.5056390946169049,0.39333582790630006,0.9,9,-0.004077795393503597,0.005368337041102423,0.003289916658064854,0.0035248489802716704,False
138,A5,10,0.3437973350214882,0.027616554170833463,0.8,8,-0.006897851145870264,0.024369642456952032,0.01077978624913952,0.020285590695985366,False
139,A5,8,0.7603254166693328,0.6816872379002519,1.0,8,-0.015852648918949608,0.005456636768766396,0.015205268960027968,0.006936168422643124,True
140,A5,7,0.571980721537507,0.3341524677753671,0.7142857142857143,5,0.007091009470668328,0.010502747705831393,0.006969628496794525,0.01309400999300043,False
141,A5,10,0.2748429219332978,0.20615359298183664,0.6,6,0.0012354779015157611,0.004457134256030448,0.00224038682679986,0.004773202644354982,False
142,A5,10,0.30048130082603924,0.17349855087240512,0.8,8,-0.006748808580020892,0.008927578299733788,0.009722571229392567,0.00897965490174139,False
143,A5,10,0.0374303442380743,0.006637160253555422,0.5,5,-0.001201291281208452,0.005268324024644204,0.002521497245959413,0.004789161075214848,False
144,A5,9,-0.06143760342959126,-0.019306196541852474,0.5555555555555556,5,-0.002743493103376739,0.007818278381209744,0.001656996143965351,0.008701321943968715,False
145,A5,10,0.04813950891009189,0.022004293046792137,0.7,7,-0.001326428047524308,0.002349297672072051,0.0016155260511421052,0.0018270093703551837,False
146,A5,10,0.6114915783342223,0.48480043014771435,1.0,10,-0.015705400096310163,0.006410734686038901,0.01540046993357084,0.007363348474246141,True
147,A5,10,0.4229374979297747,0.34930274002636413,0.7,7,0.0036884255230841727,0.005113041875664773,0.003958381928640131,0.006057093852533853,False
148,A5,6,0.18685979623518617,0.216209819071071,1.0,6,0.005947863530649663,0.003835829803080883,0.005367610945279439,0.0034189489613516374,False
149,A5,9,0.08732626545537289,0.021367742928524756,0.5555555555555556,5,-1.4777258143757104e-05,0.011235358917340375,0.007946479873924436,0.012474300298562821,False
150,A5,10,-0.03059180996569365,-0.009081229706883295,0.5,5,-0.00022664767076191862,0.003636429388108795,0.002387528655756774,0.0038036400920643124,False
151,A5,10,-0.0007162534631574712,0.000477682527040693,0.8,8,-0.001674226555768567,0.007489379022759343,0.0028827534403676703,0.004543725086354842,False
152,A5,10,-0.02397315813489477,-0.01649264957443962,0.7,7,0.00046326648558116576,0.0017862792706339304,0.0011568949672324975,0.0015024061878169265,False
153,A5,10,0.40784104397198145,0.39569693494815056,1.0,10,0.005925201006464207,0.0022147253296088804,0.006475549694348336,0.0023671696011697903,False
154,A5,7,0.02588879373134121,0.01682544863848107,0.7142857142857143,5,0.0014851082723181942,0.0023668705529162463,0.0013358714241338324,0.0023613287109414457,False
155,A5,9,0.008605619676428516,0.0068184612711935265,0.6666666666666666,6,0.003946958399013486,0.01291281981859541,0.0026745477971379565,0.007330941365222622,False
156,A5,7,0.30554852537172295,0.04164243651509077,0.7142857142857143,5,-0.012540537492957238,0.019050056283976036,0.012192363290897937,0.018318951102155662,False
157,A5,10,-0.03102995223326536,0.004620133991965967,0.5,5,-0.00029712993324011863,0.004085377455948065,0.002871759831132408,0.00490678180375506,False
158,A5,10,-0.03528953855725817,-0.030571372590324768,0.6,6,0.00041244493837360607,0.0026034078050244536,0.0019499692195024659,0.002674440681750416,False
159,A5,8,0.058214204273145366,0.0067495209142647145,0.625,5,0.0008075955008278148,0.0015604150341368553,0.0017095405015636839,0.0019482105653747274,False
160,A5,10,0.009512736690526189,-0.0208674181972877,0.6,6,-0.000803792135049865,0.003161667390461586,0.002369874778300861,0.0032746778606079245,False
