channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,stable
142,A5,9,0.4702238556668955,0.4218518081807168,0.8888888888888888,8,-0.25299297084658173,0.5160045256792146,False
143,A5,10,0.007033043260061059,0.011264839618109274,0.6,6,0.15582675803397744,0.5104623818562569,False
144,A5,9,-0.05361985360849038,-0.006723143571391913,0.5555555555555556,5,0.11996541709121537,0.3718113264657011,False
145,A5,10,0.022251350680132908,0.016607939898699065,0.5,5,-0.018903047498351637,0.3123126631909885,False
146,A5,10,0.7576389225251561,0.6484826320853277,0.7,7,-0.1250036639976993,0.31305456272307075,True
147,A5,10,0.22993518092821655,0.16819078408406812,0.7,7,-0.2595772738583507,0.41297323224425614,False
148,A5,9,0.30930383284687846,0.26836898310815777,0.8888888888888888,8,0.48916937745951355,0.3741953975072976,False
149,A5,10,-0.014451796408383922,0.010259630298961072,0.6,6,-0.08649295227672593,0.28238782535630824,False
150,A5,10,0.04564696201548671,0.007606033234828379,0.7,7,0.016470143500347544,0.4710271448488975,False
151,A5,10,-0.016821295248651155,-0.019649284450291012,0.6,6,0.13663261130972967,0.5610523983060253,False
152,A5,10,-0.021125917377426744,-0.013600223727840746,0.5,5,-0.053592330846454074,0.7841505627597194,False
153,A5,10,0.11693615197971828,0.19765867096572778,0.9,9,0.34149353574670466,0.2636069557690302,False
154,A5,6,-0.010400914501399251,-0.020212244365257176,0.8333333333333334,5,-0.4991518409307399,0.41946775790269264,False
155,A5,8,-0.055305875835980726,-0.019607467745317988,0.625,5,-0.15762888168737194,0.5959486082341738,False
156,A5,7,0.03281551970140407,0.031852793535689816,0.7142857142857143,5,-0.18206018845075483,0.35106925822847646,False
157,A5,10,0.04652970368102971,0.03232269684608942,0.6,6,-0.07762968322831179,0.5376604220709106,False
158,A5,10,0.041211551003521904,0.01822599663825594,0.5,5,0.09918692197838873,0.5452652827164927,False
159,A5,8,0.033722052995195685,0.026312350025881545,0.625,5,0.044175177560022115,0.523184270377373,False
160,A5,9,-0.0012742196523410584,0.007310827698362015,0.6666666666666666,6,-0.002527665737300591,0.6214645125056646,False
